Unique ID, Manufacturer, Chemistry, Voltage (Volts)
123456789WB SR 1WB Lion Battery, WB SR 1, Lithium Ion, 8.372

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2022-04-07, 17:04:28, OK, 46%, 4.71, 7801, -8909, , 7.390, -8909, 46.0%, , , , , , , , , , , , 
2022-04-07, 17:04:38, OK, 46%, 4.71, 7801, -8909, , 7.456, -8909, 46.0%, , , , , , , , , , , , 
2022-04-07, 17:04:48, OK, 46%, 4.71, 7801, -8169, , 7.460, -8169, 46.0%, , , , , , , , , , , , 
2022-04-07, 17:04:58, OK, 46%, 4.71, 7801, -7540, , 7.444, -7540, 46.0%, , , , , , , , , , , , 
2022-04-07, 17:05:08, OK, 46%, 4.71, 7801, -7540, , 7.446, -7540, 46.0%, , , , , , , , , , , , 
2022-04-07, 17:05:18, OK, 46%, 4.71, 7801, -8169, , 7.450, -8169, 46.0%, , , , , , , , , , , , 
2022-04-07, 17:05:28, OK, 45%, 4.71, 7631, -7370, , 7.438, -7370, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:05:38, OK, 45%, 4.71, 7631, -7992, , 7.438, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:05:48, OK, 45%, 4.71, 7631, -7992, , 7.404, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:05:58, OK, 45%, 4.71, 7631, -7992, , 7.454, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:06:08, OK, 45%, 4.71, 7631, -7992, , 7.442, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:06:18, OK, 45%, 4.71, 7631, -7992, , 7.452, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:06:28, OK, 45%, 4.71, 7631, -7992, , 7.448, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:06:38, OK, 45%, 4.71, 7631, -7992, , 7.434, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:06:48, OK, 45%, 4.71, 7631, -7992, , 7.454, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:06:58, OK, 45%, 4.71, 7631, -7992, , 7.448, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:07:08, OK, 45%, 4.71, 7631, -8717, , 7.440, -8717, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:07:18, OK, 45%, 4.71, 7631, -8717, , 7.452, -8717, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:07:28, OK, 45%, 4.71, 7631, -7992, , 7.454, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:07:38, OK, 45%, 4.71, 7631, -7992, , 7.456, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:07:48, OK, 45%, 4.71, 7631, -8717, , 7.434, -8717, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:07:58, OK, 45%, 4.71, 7631, -7992, , 7.428, -7992, 45.0%, , , , , , , , , , , , 
2022-04-07, 17:08:08, OK, 44%, 4.44, 7039, -7814, , 7.430, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:08:18, OK, 44%, 4.44, 7039, -7814, , 7.434, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:08:28, OK, 44%, 4.44, 7039, -7814, , 7.444, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:08:38, OK, 44%, 4.44, 7039, -7207, , 7.448, -7207, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:08:48, OK, 44%, 4.44, 7039, -7207, , 7.446, -7207, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:08:58, OK, 44%, 4.44, 7039, -7207, , 7.446, -7207, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:09:08, OK, 44%, 4.44, 7039, -7814, , 7.450, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:09:18, OK, 44%, 4.44, 7039, -7814, , 7.442, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:09:28, OK, 44%, 4.44, 7039, -7814, , 7.448, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:09:38, OK, 44%, 4.44, 7039, -7814, , 7.416, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:09:48, OK, 44%, 4.44, 7039, -7814, , 7.452, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:09:58, OK, 44%, 4.44, 7039, -7814, , 7.442, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:10:08, OK, 44%, 4.44, 7039, -7814, , 7.416, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:10:18, OK, 44%, 4.44, 7039, -7814, , 7.414, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:10:28, OK, 44%, 4.44, 7039, -7814, , 7.426, -7814, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:10:38, OK, 44%, 4.44, 7039, -8524, , 7.438, -8524, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:10:48, OK, 44%, 4.44, 7039, -8524, , 7.442, -8524, 44.0%, , , , , , , , , , , , 
2022-04-07, 17:10:58, OK, 43%, 4.17, 6450, -8524, , 7.428, -8524, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:11:08, OK, 43%, 4.17, 6450, -8325, , 7.442, -8325, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:11:18, OK, 43%, 4.17, 6450, -7636, , 7.432, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:11:28, OK, 43%, 4.17, 6450, -7636, , 7.436, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:11:38, OK, 43%, 4.17, 6450, -7636, , 7.422, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:11:48, OK, 43%, 4.17, 6450, -7636, , 7.414, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:11:58, OK, 43%, 4.17, 6450, -7636, , 7.426, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:12:08, OK, 43%, 4.17, 6450, -8325, , 7.444, -8325, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:12:18, OK, 43%, 4.17, 6450, -7636, , 7.448, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:12:28, OK, 43%, 4.17, 6450, -7636, , 7.392, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:12:38, OK, 43%, 4.17, 6450, -7636, , 7.446, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:12:48, OK, 43%, 4.17, 6450, -7636, , 7.432, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:12:58, OK, 43%, 4.17, 6450, -7636, , 7.442, -7636, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:13:08, OK, 43%, 4.17, 6450, -8325, , 7.438, -8325, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:13:18, OK, 43%, 4.17, 6450, -8325, , 7.438, -8325, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:13:28, OK, 43%, 4.17, 6450, -8325, , 7.414, -8325, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:13:38, OK, 43%, 4.17, 6450, -8325, , 7.432, -8325, 43.0%, , , , , , , , , , , , 
2022-04-07, 17:13:48, OK, 42%, 4.27, 6451, -8132, , 7.418, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:13:58, OK, 42%, 4.27, 6451, -8132, , 7.416, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:14:08, OK, 42%, 4.27, 6451, -8132, , 7.434, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:14:18, OK, 42%, 4.27, 6451, -8132, , 7.442, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:14:28, OK, 42%, 4.27, 6451, -8132, , 7.426, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:14:38, OK, 42%, 4.27, 6451, -8132, , 7.426, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:14:48, OK, 42%, 4.27, 6451, -8132, , 7.422, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:14:58, OK, 42%, 4.27, 6451, -8132, , 7.436, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:15:08, OK, 42%, 4.27, 6451, -8132, , 7.434, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:15:18, OK, 42%, 4.27, 6451, -8132, , 7.418, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:15:28, OK, 42%, 4.27, 6451, -8132, , 7.438, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:15:38, OK, 42%, 4.27, 6451, -8132, , 7.410, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:15:48, OK, 42%, 4.27, 6451, -8132, , 7.430, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:15:58, OK, 42%, 4.27, 6451, -8132, , 7.430, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:16:08, OK, 42%, 4.27, 6451, -8132, , 7.422, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:16:18, OK, 42%, 4.27, 6451, -8132, , 7.424, -8132, 42.0%, , , , , , , , , , , , 
2022-04-07, 17:16:28, OK, 41%, 4.37, 6446, -7940, , 7.430, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:16:38, OK, 41%, 4.37, 6446, -7940, , 7.380, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:16:48, OK, 41%, 4.37, 6446, -7940, , 7.422, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:16:58, OK, 41%, 4.37, 6446, -7940, , 7.426, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:17:08, OK, 41%, 4.37, 6446, -7940, , 7.406, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:17:18, OK, 41%, 4.37, 6446, -8732, , 7.434, -8732, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:17:28, OK, 41%, 4.07, 6003, -7940, , 7.434, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:17:38, OK, 41%, 4.07, 6003, -7940, , 7.426, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:17:48, OK, 41%, 4.07, 6003, -7940, , 7.428, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:17:58, OK, 41%, 4.07, 6003, -8732, , 7.426, -8732, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:18:08, OK, 41%, 4.07, 6003, -8732, , 7.436, -8732, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:18:18, OK, 41%, 4.07, 6003, -7940, , 7.424, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:18:28, OK, 41%, 4.07, 6003, -7940, , 7.394, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:18:38, OK, 41%, 4.07, 6003, -8732, , 7.416, -8732, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:18:48, OK, 41%, 4.07, 6003, -8732, , 7.430, -8732, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:18:58, OK, 41%, 4.07, 6003, -7940, , 7.420, -7940, 41.0%, , , , , , , , , , , , 
2022-04-07, 17:19:08, OK, 40%, 4.47, 6441, -7747, , 7.430, -7747, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:19:18, OK, 40%, 4.47, 6441, -7747, , 7.410, -7747, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:19:28, OK, 40%, 4.47, 6441, -8524, , 7.418, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:19:38, OK, 40%, 4.47, 6441, -8524, , 7.426, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:19:48, OK, 40%, 4.47, 6441, -8524, , 7.434, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:19:58, OK, 40%, 4.47, 6441, -7747, , 7.424, -7747, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:20:08, OK, 40%, 4.47, 6441, -7747, , 7.422, -7747, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:20:18, OK, 40%, 4.47, 6441, -7747, , 7.426, -7747, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:20:28, OK, 40%, 4.47, 6441, -8524, , 7.400, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:20:38, OK, 40%, 4.47, 6441, -8524, , 7.428, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:20:48, OK, 40%, 4.47, 6441, -8524, , 7.420, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:20:58, OK, 40%, 4.47, 6441, -8524, , 7.422, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:21:08, OK, 40%, 4.47, 6441, -8524, , 7.432, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:21:18, OK, 40%, 4.47, 6441, -8524, , 7.428, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:21:28, OK, 40%, 4.47, 6441, -8524, , 7.414, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:21:38, OK, 40%, 4.47, 6441, -8524, , 7.426, -8524, 40.0%, , , , , , , , , , , , 
2022-04-07, 17:21:48, OK, 39%, 4.17, 5850, -8310, , 7.418, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:21:58, OK, 39%, 4.17, 5850, -8310, , 7.424, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:22:08, OK, 39%, 4.17, 5850, -8310, , 7.420, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:22:18, OK, 39%, 4.17, 5850, -9235, , 7.410, -9235, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:22:28, OK, 39%, 4.17, 5850, -9235, , 7.430, -9235, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:22:38, OK, 39%, 4.17, 5850, -8310, , 7.422, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:22:48, OK, 39%, 4.17, 5850, -8310, , 7.422, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:22:58, OK, 39%, 4.17, 5850, -8310, , 7.420, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:23:08, OK, 39%, 4.17, 5850, -8310, , 7.420, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:23:18, OK, 39%, 4.17, 5850, -8310, , 7.422, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:23:28, OK, 39%, 4.17, 5850, -8310, , 7.410, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:23:38, OK, 39%, 4.17, 5850, -8310, , 7.418, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:23:48, OK, 39%, 4.17, 5850, -8310, , 7.418, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:23:58, OK, 39%, 4.17, 5850, -8310, , 7.416, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:24:08, OK, 39%, 4.17, 5850, -8310, , 7.414, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:24:18, OK, 39%, 4.17, 5850, -8310, , 7.406, -8310, 39.0%, , , , , , , , , , , , 
2022-04-07, 17:24:28, OK, 38%, 4.39, 6002, -8095, , 7.430, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:24:38, OK, 38%, 4.39, 6002, -8095, , 7.400, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:24:48, OK, 38%, 4.39, 6002, -8998, , 7.398, -8998, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:24:58, OK, 38%, 4.39, 6002, -8998, , 7.414, -8998, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:25:08, OK, 38%, 4.39, 6002, -8095, , 7.394, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:25:18, OK, 38%, 4.39, 6002, -8095, , 7.416, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:25:28, OK, 38%, 4.39, 6002, -8998, , 7.418, -8998, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:25:38, OK, 38%, 4.39, 6002, -8095, , 7.410, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:25:48, OK, 38%, 4.39, 6002, -8095, , 7.410, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:25:58, OK, 38%, 4.39, 6002, -8095, , 7.402, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:26:08, OK, 38%, 4.39, 6002, -8998, , 7.398, -8998, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:26:18, OK, 38%, 4.39, 6002, -8998, , 7.418, -8998, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:26:28, OK, 38%, 4.39, 6002, -8095, , 7.402, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:26:38, OK, 38%, 4.39, 6002, -8095, , 7.380, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:26:48, OK, 38%, 4.39, 6002, -8095, , 7.416, -8095, 38.0%, , , , , , , , , , , , 
2022-04-07, 17:26:58, OK, 37%, 4.39, 5844, -7881, , 7.394, -7881, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:27:08, OK, 37%, 4.39, 5844, -8761, , 7.410, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:27:18, OK, 37%, 4.39, 5844, -8761, , 7.420, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:27:28, OK, 37%, 4.39, 5844, -7881, , 7.426, -7881, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:27:38, OK, 37%, 4.39, 5844, -7881, , 7.418, -7881, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:27:48, OK, 37%, 4.39, 5844, -7881, , 7.424, -7881, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:27:58, OK, 37%, 4.39, 5844, -8761, , 7.410, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:28:08, OK, 37%, 4.39, 5844, -7881, , 7.416, -7881, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:28:18, OK, 37%, 4.39, 5844, -8761, , 7.410, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:28:28, OK, 37%, 4.39, 5844, -8761, , 7.404, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:28:38, OK, 37%, 4.39, 5844, -8761, , 7.396, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:28:48, OK, 37%, 4.39, 5844, -8761, , 7.410, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:28:58, OK, 37%, 4.39, 5844, -8761, , 7.414, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:29:08, OK, 37%, 4.39, 5844, -8761, , 7.408, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:29:18, OK, 37%, 4.39, 5844, -8761, , 7.418, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:29:28, OK, 37%, 4.39, 5844, -8761, , 7.406, -8761, 37.0%, , , , , , , , , , , , 
2022-04-07, 17:29:38, OK, 36%, 4.05, 5254, -8524, , 7.402, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:29:48, OK, 36%, 4.05, 5254, -8524, , 7.406, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:29:58, OK, 36%, 4.05, 5254, -8524, , 7.406, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:30:08, OK, 36%, 4.05, 5254, -8524, , 7.398, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:30:18, OK, 36%, 4.05, 5254, -8524, , 7.398, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:30:28, OK, 36%, 4.05, 5254, -8524, , 7.408, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:30:38, OK, 36%, 4.05, 5254, -8524, , 7.410, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:30:48, OK, 36%, 4.05, 5254, -8524, , 7.408, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:30:58, OK, 36%, 4.05, 5254, -8524, , 7.406, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:31:08, OK, 36%, 4.05, 5254, -8524, , 7.416, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:31:18, OK, 36%, 4.05, 5254, -8524, , 7.396, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:31:28, OK, 36%, 4.05, 5254, -9590, , 7.356, -9590, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:31:38, OK, 36%, 4.05, 5254, -9590, , 7.412, -9590, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:31:48, OK, 36%, 4.05, 5254, -8524, , 7.406, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:31:58, OK, 36%, 4.05, 5254, -8524, , 7.396, -8524, 36.0%, , , , , , , , , , , , 
2022-04-07, 17:32:08, OK, 35%, 4.29, 5400, -8288, , 7.402, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:32:18, OK, 35%, 4.29, 5400, -8288, , 7.354, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:32:28, OK, 35%, 4.29, 5400, -8288, , 7.404, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:32:38, OK, 35%, 4.29, 5400, -8288, , 7.400, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:32:48, OK, 35%, 4.29, 5400, -8288, , 7.402, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:32:58, OK, 35%, 4.29, 5400, -8288, , 7.406, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:33:08, OK, 35%, 4.29, 5400, -8288, , 7.410, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:33:18, OK, 35%, 4.29, 5400, -8288, , 7.392, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:33:28, OK, 35%, 4.29, 5400, -8288, , 7.396, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:33:38, OK, 35%, 4.29, 5400, -8288, , 7.384, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:33:48, OK, 35%, 4.29, 5400, -9324, , 7.404, -9324, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:33:58, OK, 35%, 4.29, 5400, -9324, , 7.390, -9324, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:34:08, OK, 35%, 4.29, 5400, -9324, , 7.404, -9324, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:34:18, OK, 35%, 4.29, 5400, -8288, , 7.396, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:34:28, OK, 35%, 4.29, 5400, -8288, , 7.406, -8288, 35.0%, , , , , , , , , , , , 
2022-04-07, 17:34:38, OK, 34%, 4.29, 5245, -9057, , 7.378, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:34:48, OK, 34%, 4.29, 5245, -9057, , 7.388, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:34:58, OK, 34%, 4.29, 5245, -9057, , 7.412, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:35:08, OK, 34%, 4.29, 5245, -8051, , 7.410, -8051, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:35:18, OK, 34%, 4.29, 5245, -8051, , 7.400, -8051, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:35:28, OK, 34%, 4.29, 5245, -8051, , 7.402, -8051, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:35:38, OK, 34%, 4.29, 5245, -8051, , 7.402, -8051, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:35:48, OK, 34%, 4.29, 5245, -9057, , 7.398, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:35:58, OK, 34%, 4.29, 5245, -9057, , 7.374, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:36:08, OK, 34%, 4.29, 5245, -9057, , 7.374, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:36:18, OK, 34%, 4.29, 5245, -9057, , 7.408, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:36:28, OK, 34%, 4.29, 5245, -9057, , 7.394, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:36:38, OK, 34%, 4.29, 5245, -9057, , 7.390, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:36:48, OK, 34%, 4.29, 5245, -9057, , 7.406, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:36:58, OK, 34%, 4.29, 5245, -8051, , 7.388, -8051, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:37:08, OK, 34%, 4.29, 5245, -9057, , 7.398, -9057, 34.0%, , , , , , , , , , , , 
2022-04-07, 17:37:18, OK, 33%, 3.92, 4658, -8791, , 7.402, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:37:28, OK, 33%, 3.92, 4658, -10041, , 7.374, -10041, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:37:38, OK, 33%, 3.92, 4658, -10041, , 7.402, -10041, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:37:48, OK, 33%, 3.92, 4658, -8791, , 7.396, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:37:58, OK, 33%, 3.92, 4658, -8791, , 7.398, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:38:08, OK, 33%, 3.92, 4658, -8791, , 7.398, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:38:18, OK, 33%, 3.92, 4658, -8791, , 7.390, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:38:28, OK, 33%, 3.92, 4658, -8791, , 7.388, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:38:38, OK, 33%, 3.92, 4658, -8791, , 7.408, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:38:48, OK, 33%, 3.92, 4658, -8791, , 7.410, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:38:58, OK, 33%, 3.92, 4658, -8791, , 7.386, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:39:08, OK, 33%, 3.92, 4658, -8791, , 7.394, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:39:18, OK, 33%, 3.92, 4658, -8791, , 7.394, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:39:28, OK, 33%, 3.92, 4658, -8791, , 7.402, -8791, 33.0%, , , , , , , , , , , , 
2022-04-07, 17:39:38, OK, 32%, 4.04, 4654, -8791, , 7.394, -8791, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:39:48, OK, 32%, 4.04, 4654, -8524, , 7.398, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:39:59, OK, 32%, 4.04, 4654, -8524, , 7.390, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:40:08, OK, 32%, 4.04, 4654, -8524, , 7.390, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:40:18, OK, 32%, 4.04, 4654, -8524, , 7.386, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:40:29, OK, 32%, 4.04, 4654, -8524, , 7.388, -8524, 32.0%, , , , , , , , , , , , 
