2022-04-08, 13:47:16, OK, 5%, 0.00, -1, 11100, , 7.600, 11100, 5.0%, , , , , , , , , , , , 
2022-04-08, 13:47:26, OK, 5%, 0.00, -1, 11100, , 7.574, 11100, 5.0%, , , , , , , , , , , , 
2022-04-08, 13:47:36, OK, 6%, 0.00, -1, 11100, , 7.584, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:47:46, OK, 6%, 0.00, -1, 11100, , 7.620, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:47:56, OK, 6%, 0.00, -1, 11100, , 7.626, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:48:06, OK, 6%, 0.00, -1, 11100, , 7.628, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:48:16, OK, 6%, 0.00, -1, 11100, , 7.632, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:48:26, OK, 6%, 0.00, -1, 11100, , 7.634, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:48:36, OK, 6%, 0.00, -1, 11100, , 7.636, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:48:46, OK, 6%, 0.00, -1, 11100, , 7.640, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:48:56, OK, 6%, 0.00, -1, 11100, , 7.642, 11100, 6.0%, , , , , , , , , , , , 
2022-04-08, 13:49:06, OK, 7%, 0.00, -1, 11100, , 7.646, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:49:16, OK, 7%, 0.00, -1, 11100, , 7.648, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:49:26, OK, 7%, 0.00, -1, 11100, , 7.650, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:49:36, OK, 7%, 0.00, -1, 11100, , 7.654, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:49:46, OK, 7%, 0.00, -1, 11100, , 7.656, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:49:56, OK, 7%, 0.00, -1, 11100, , 7.656, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:50:06, OK, 7%, 0.00, -1, 11100, , 7.662, 11100, 7.0%, , , , , , , , , , , , 
2022-04-08, 13:50:16, OK, 8%, 0.00, -1, 11100, , 7.664, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:50:26, OK, 8%, 0.00, -1, 11100, , 7.666, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:50:36, OK, 8%, 0.00, -1, 11100, , 7.670, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:50:46, OK, 8%, 0.00, -1, 11100, , 7.672, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:50:56, OK, 8%, 0.00, -1, 11100, , 7.674, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:51:06, OK, 8%, 0.00, -1, 11100, , 7.674, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:51:16, OK, 8%, 0.00, -1, 11100, , 7.676, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:51:26, OK, 8%, 0.00, -1, 11100, , 7.682, 11100, 8.0%, , , , , , , , , , , , 
2022-04-08, 13:51:36, OK, 9%, 0.00, -1, 11100, , 7.680, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:51:46, OK, 9%, 0.00, -1, 11100, , 7.684, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:51:56, OK, 9%, 0.00, -1, 11100, , 7.686, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:52:06, OK, 9%, 0.00, -1, 11100, , 7.684, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:52:16, OK, 9%, 0.00, -1, 11100, , 7.688, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:52:26, OK, 9%, 0.00, -1, 11100, , 7.690, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:52:36, OK, 9%, 0.00, -1, 11100, , 7.690, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:52:46, OK, 9%, 0.00, -1, 11100, , 7.694, 11100, 9.0%, , , , , , , , , , , , 
2022-04-08, 13:52:56, OK, 10%, 0.00, -1, 11100, , 7.696, 11100, 10.0%, , , , , , , , , , , , 
2022-04-08, 13:53:06, OK, 10%, 0.00, -1, 11100, , 7.698, 11100, 10.0%, , , , , , , , , , , , 
2022-04-08, 13:53:16, OK, 10%, 0.00, -1, 11100, , 7.700, 11100, 10.0%, , , , , , , , , , , , 
2022-04-08, 13:53:26, OK, 10%, 0.00, -1, 11100, , 7.702, 11100, 10.0%, , , , , , , , , , , , 
2022-04-08, 13:53:36, OK, 10%, 0.00, -1, 11100, , 7.704, 11100, 10.0%, , , , , , , , , , , , 
2022-04-08, 13:53:46, OK, 10%, 0.00, -1, 11100, , 7.704, 11100, 10.0%, , , , , , , , , , , , 
2022-04-08, 13:53:56, OK, 10%, 0.00, -1, 11100, , 7.708, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:54:06, OK, 11%, 0.00, -1, 11100, , 7.712, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:54:16, OK, 11%, 0.00, -1, 11100, , 7.708, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:54:26, OK, 11%, 0.00, -1, 11100, , 7.712, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:54:36, OK, 11%, 0.00, -1, 11100, , 7.714, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:54:46, OK, 11%, 0.00, -1, 11100, , 7.716, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:54:56, OK, 11%, 0.00, -1, 11100, , 7.716, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:55:06, OK, 11%, 0.00, -1, 11100, , 7.718, 11100, 11.0%, , , , , , , , , , , , 
2022-04-08, 13:55:16, OK, 12%, 0.00, -1, 11100, , 7.720, 11100, 12.0%, , , , , , , , , , , , 
2022-04-08, 13:55:26, OK, 12%, 0.00, -1, 11100, , 7.722, 11100, 12.0%, , , , , , , , , , , , 
2022-04-08, 13:55:36, OK, 12%, 0.00, -1, 11100, , 7.722, 11100, 12.0%, , , , , , , , , , , , 
2022-04-08, 13:55:46, OK, 12%, 0.00, -1, 11100, , 7.726, 11100, 12.0%, , , , , , , , , , , , 
2022-04-08, 13:55:56, OK, 12%, 0.00, -1, 11100, , 7.726, 11100, 12.0%, , , , , , , , , , , , 
2022-04-08, 13:56:06, OK, 12%, 0.00, -1, 11100, , 7.728, 11100, 12.0%, , , , , , , , , , , , 
2022-04-08, 13:56:16, OK, 13%, 0.00, -1, 11100, , 7.728, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:56:26, OK, 13%, 0.00, -1, 11100, , 7.730, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:56:36, OK, 13%, 0.00, -1, 11100, , 7.730, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:56:46, OK, 13%, 0.00, -1, 11100, , 7.734, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:56:56, OK, 13%, 0.00, -1, 11100, , 7.730, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:57:06, OK, 13%, 0.00, -1, 11100, , 7.736, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:57:16, OK, 13%, 0.00, -1, 11100, , 7.740, 11100, 13.0%, , , , , , , , , , , , 
2022-04-08, 13:57:26, OK, 14%, 0.00, -1, 11100, , 7.738, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:57:36, OK, 14%, 0.00, -1, 11100, , 7.742, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:57:46, OK, 14%, 0.00, -1, 11100, , 7.742, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:57:56, OK, 14%, 0.00, -1, 11100, , 7.742, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:58:06, OK, 14%, 0.00, -1, 11100, , 7.734, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:58:16, OK, 14%, 0.00, -1, 11100, , 7.746, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:58:26, OK, 14%, 0.00, -1, 11100, , 7.746, 11100, 14.0%, , , , , , , , , , , , 
2022-04-08, 13:58:36, OK, 15%, 0.00, -1, 11100, , 7.748, 11100, 15.0%, , , , , , , , , , , , 
2022-04-08, 13:58:46, OK, 15%, 0.00, -1, 11100, , 7.750, 11100, 15.0%, , , , , , , , , , , , 
2022-04-08, 13:58:56, OK, 15%, 0.00, -1, 11100, , 7.752, 11100, 15.0%, , , , , , , , , , , , 
2022-04-08, 13:59:06, OK, 15%, 0.00, -1, 11100, , 7.752, 11100, 15.0%, , , , , , , , , , , , 
2022-04-08, 13:59:16, OK, 15%, 0.00, -1, 11100, , 7.752, 11100, 15.0%, , , , , , , , , , , , 
